POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
10001,1680.54,4002.5,4894.95,482.81,255.1,-191.22,-3638.92,-30636.14,1461.85,19121.71,-5696.83,111.68,0.0,-2566.81,-5585.15,-8151.96

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,1648.76,3844.82,4881.18,468.1,260.83,-128.14,-3697.71,-31542.19,1470.32,19251.46,-4980.69,103.83,0.0,-3542.6,-4876.86,-8419.46
101,1692.08,4012.58,4864.83,481.05,249.48,-189.96,-3640.35,-30560.56,1421.38,19189.7,-5785.73,111.01,0.0,-2479.77,-5674.73,-8154.49
201,1725.7,4023.42,4874.09,473.86,244.28,-189.89,-3592.13,-30511.75,1390.34,19102.89,-5819.7,115.03,0.0,-2459.21,-5704.68,-8163.89
301,1688.07,4013.04,4826.12,476.79,247.25,-159.46,-3624.49,-30625.43,1413.29,19200.67,-5738.35,110.17,0.0,-2544.15,-5628.18,-8172.33
401,1701.69,3997.13,4853.4,488.26,256.11,-176.07,-3631.5,-30577.32,1419.39,19176.89,-5737.5,112.92,0.0,-2492.02,-5624.58,-8116.6
501,1656.65,3973.55,4844.22,470.51,252.68,-163.93,-3641.65,-30633.62,1392.1,19290.65,-5724.47,112.22,0.0,-2558.83,-5612.25,-8171.08
601,1699.0,4005.31,4828.12,478.51,242.31,-191.61,-3589.34,-30667.99,1405.58,19182.21,-5726.43,110.7,0.0,-2607.9,-5615.73,-8223.63
701,1682.12,4061.17,4843.22,493.78,251.19,-185.79,-3619.73,-30540.13,1405.37,19081.92,-5772.63,112.69,0.0,-2526.89,-5659.93,-8186.83
801,1697.86,4025.1,4873.01,486.59,274.08,-166.45,-3663.23,-30424.41,1369.77,19095.67,-5838.33,110.09,0.0,-2432.0,-5728.23,-8160.24
901,1733.8,4074.67,4881.65,496.15,265.98,-148.04,-3663.9,-30298.72,1403.93,19103.37,-5902.24,113.04,0.0,-2151.1,-5789.21,-7940.31
1001,1746.44,4059.75,4853.91,481.35,249.27,-149.28,-3637.3,-30561.22,1405.51,19054.95,-5680.79,110.57,0.0,-2496.6,-5570.22,-8066.82
1101,1787.71,3933.13,4830.44,490.27,267.12,-174.2,-3598.66,-30741.11,1414.64,19148.31,-5707.42,111.27,0.0,-2642.36,-5596.15,-8238.5
1201,1687.71,4089.21,4827.16,482.17,297.71,-181.56,-3657.52,-30485.87,1408.32,19183.75,-5803.69,110.92,0.0,-2348.92,-5692.77,-8041.69
1301,1734.41,3990.35,4836.74,487.97,266.7,-171.52,-3618.48,-30671.84,1376.56,19139.7,-5659.12,110.39,0.0,-2629.41,-5548.72,-8178.14
1401,1666.21,4045.62,4828.76,474.84,261.74,-196.47,-3677.38,-30637.11,1389.02,19060.19,-5548.66,109.39,0.0,-2784.58,-5439.27,-8223.85
1501,1685.71,4044.91,4872.25,484.1,246.37,-203.64,-3595.9,-30638.22,1409.14,19131.23,-5712.1,113.24,0.0,-2564.04,-5598.86,-8162.9
1601,1682.57,3997.22,4856.67,487.96,246.54,-195.73,-3672.45,-30580.39,1390.17,19113.88,-5675.05,109.42,0.0,-2673.56,-5565.64,-8239.19
1701,1725.17,3928.42,4830.49,480.19,267.51,-188.87,-3654.38,-30497.0,1379.13,19100.97,-5682.23,111.58,0.0,-2628.36,-5570.65,-8199.01
1801,1732.73,4016.4,4851.97,501.54,258.57,-164.76,-3597.77,-30667.72,1419.21,19214.47,-5731.18,111.3,0.0,-2435.37,-5619.89,-8055.26
1901,1705.32,4095.43,4823.77,490.33,252.5,-158.23,-3617.05,-30634.78,1402.11,19111.83,-5696.84,111.23,0.0,-2528.76,-5585.61,-8114.37
2001,1635.36,3972.49,4857.73,465.6,247.27,-171.55,-3611.89,-30592.78,1437.66,19231.11,-5720.25,111.4,0.0,-2529.0,-5608.86,-8137.86
2101,1647.5,3937.75,4853.21,492.44,254.04,-170.19,-3649.57,-30697.9,1449.43,19204.43,-5683.44,113.26,0.0,-2678.86,-5570.19,-8249.04
2201,1724.26,3949.76,4820.7,472.62,264.42,-176.66,-3623.93,-30687.02,1369.42,19074.39,-5573.11,110.91,0.0,-2812.06,-5462.2,-8274.26
2301,1774.14,4027.79,4849.05,481.06,264.52,-203.66,-3550.98,-30660.52,1400.87,19023.0,-5635.26,111.32,0.0,-2594.73,-5523.95,-8118.68
2401,1761.03,3961.27,4821.17,476.99,264.34,-174.25,-3612.92,-30660.66,1403.32,19108.1,-5604.18,110.45,0.0,-2651.61,-5493.73,-8145.34
2501,1733.57,4001.66,4851.5,480.92,257.56,-191.63,-3613.51,-30430.49,1394.79,19041.13,-5759.12,111.32,0.0,-2474.51,-5647.81,-8122.32
2601,1707.04,4038.18,4794.19,493.18,261.27,-193.68,-3673.23,-30590.63,1403.31,19195.69,-5656.67,109.85,0.0,-2564.67,-5546.81,-8111.48
2701,1666.6,4031.82,4871.62,489.85,249.98,-188.82,-3665.61,-30729.13,1407.88,19099.56,-5571.39,110.86,0.0,-2766.24,-5460.53,-8226.77
2801,1674.51,4051.94,4846.91,482.58,262.12,-206.56,-3588.94,-30992.87,1390.14,19130.54,-5420.66,110.46,0.0,-2949.64,-5310.2,-8259.84
2901,1747.31,3946.72,4841.07,475.56,239.75,-159.91,-3619.06,-30728.26,1406.94,19124.21,-5526.86,111.04,0.0,-2725.67,-5415.83,-8141.5
3001,1704.98,4060.63,4851.0,470.4,270.22,-185.8,-3630.93,-30805.74,1394.63,19138.38,-5552.14,110.31,0.0,-2732.23,-5441.82,-8174.05
3101,1649.92,4069.54,4836.96,487.46,256.57,-184.99,-3632.02,-30900.71,1422.28,19172.95,-5456.1,110.26,0.0,-2822.05,-5345.84,-8167.89
3201,1660.72,4058.16,4827.67,470.62,236.19,-188.94,-3616.11,-30768.87,1403.02,19134.97,-5536.81,110.62,0.0,-2782.58,-5426.18,-8208.76
3301,1659.12,4012.06,4789.65,471.05,253.54,-156.9,-3603.3,-30551.59,1427.45,19154.63,-5790.81,112.07,0.0,-2544.3,-5678.74,-8223.04
3401,1673.29,4109.93,4859.98,482.28,265.07,-178.03,-3519.5,-30595.3,1418.07,18975.66,-5695.14,112.63,0.0,-2508.56,-5582.51,-8091.07
3501,1680.76,3973.81,4841.54,498.86,269.49,-186.55,-3649.25,-30728.89,1419.2,19135.59,-5557.42,110.52,0.0,-2745.44,-5446.9,-8192.34
3601,1702.01,3937.19,4863.16,475.15,249.97,-179.49,-3668.0,-30662.72,1389.52,19176.64,-5658.0,108.28,0.0,-2716.57,-5549.71,-8266.28
3701,1696.49,3955.16,4875.77,469.93,268.26,-178.61,-3649.9,-30691.84,1404.88,19069.16,-5505.31,109.54,0.0,-2780.68,-5395.77,-8176.45
3801,1735.84,3991.43,4827.14,479.52,252.42,-168.48,-3590.28,-30806.92,1388.99,19156.58,-5563.23,110.49,0.0,-2733.77,-5452.74,-8186.5
3901,1753.92,4017.32,4865.9,489.96,270.21,-180.43,-3627.71,-30977.22,1425.35,19232.48,-5447.35,109.21,0.0,-2730.22,-5338.14,-8068.36
4001,1696.34,4011.58,4835.57,481.04,248.41,-166.19,-3644.21,-30492.11,1410.37,19164.6,-5783.42,111.36,0.0,-2454.6,-5672.06,-8126.66
4101,1717.7,4042.29,4898.33,488.34,252.32,-187.2,-3608.07,-30565.21,1384.89,19107.87,-5773.35,111.11,0.0,-2468.75,-5662.24,-8130.99
4201,1671.95,3958.95,4842.23,480.63,245.79,-173.13,-3617.11,-30555.75,1373.01,19187.83,-5673.96,109.41,0.0,-2585.61,-5564.54,-8150.16
4301,1662.33,4063.64,4850.9,482.72,270.99,-147.32,-3634.79,-30544.47,1375.47,19087.86,-5746.08,111.69,0.0,-2532.67,-5634.39,-8167.06
4401,1722.11,4031.48,4814.16,468.34,263.48,-180.04,-3608.59,-30669.13,1409.84,19070.59,-5597.21,109.53,0.0,-2677.76,-5487.68,-8165.45
