POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
9501,1694.78,3935.47,4832.09,487.64,256.53,-191.09,-3506.34,-30682.11,1408.58,19255.48,-5785.61,120.32,0.0,-2508.97,-5665.29,-8174.26
9601,1743.15,4035.24,4797.47,489.13,253.65,-215.46,-3584.36,-30454.35,1364.03,19130.69,-5844.22,117.77,0.0,-2440.8,-5726.44,-8167.24
9701,1699.35,3984.34,4816.89,490.98,268.33,-183.01,-3536.55,-30654.59,1385.87,19131.06,-5643.69,117.49,0.0,-2597.33,-5526.2,-8123.53
9801,1633.27,4057.62,4840.93,480.28,238.55,-190.79,-3525.2,-30574.06,1395.1,19213.5,-5794.7,117.95,0.0,-2430.79,-5676.75,-8107.53
9901,1678.06,4021.19,4855.48,488.65,243.55,-168.68,-3631.45,-30387.34,1397.11,19139.08,-5846.48,114.93,0.0,-2364.33,-5731.55,-8095.88
10001,1633.92,3984.33,4812.1,476.14,285.02,-188.85,-3487.02,-30628.21,1427.69,19249.64,-5797.83,117.78,0.0,-2435.25,-5680.05,-8115.29

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,10.49,25.18,30.13,4.87,0.77,0.0,0.29,-9.39,13.6,-44.46,-27.29,3.23,0.0,31.47,-24.06,7.41
101,5.76,28.95,27.67,4.47,0.45,0.0,-2.56,-5.41,14.19,-50.18,-28.64,3.25,0.0,23.33,-25.39,-2.06
201,7.99,26.31,27.91,4.34,0.76,0.0,-5.08,-5.86,12.6,-49.33,-28.02,3.22,0.0,19.62,-24.8,-5.18
301,10.29,30.23,28.79,4.82,0.54,0.0,-1.76,-12.27,15.7,-44.43,-27.94,3.36,0.0,31.92,-24.59,7.33
401,9.61,19.94,26.2,3.06,0.17,0.0,-3.13,-12.28,14.93,-42.98,-27.39,3.23,0.0,15.53,-24.16,-8.62
501,11.46,23.61,26.97,3.57,0.0,0.0,-3.56,-9.14,13.14,-45.93,-27.78,3.35,0.0,20.13,-24.43,-4.3
601,5.98,23.59,29.94,3.45,0.05,0.0,-4.41,-11.78,13.58,-42.72,-27.94,3.17,0.0,17.71,-24.77,-7.06
701,6.45,26.44,26.45,4.08,0.04,0.0,-3.63,-14.31,13.86,-40.71,-27.37,3.19,0.0,18.66,-24.19,-5.52
801,8.67,27.87,27.04,5.84,0.01,0.0,-4.13,-12.63,13.43,-41.81,-26.95,3.14,0.0,24.29,-23.81,0.48
901,9.4,24.63,28.96,4.06,0.96,0.0,-2.74,-12.72,11.37,-42.48,-27.04,3.15,0.0,21.45,-23.88,-2.43
