POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1451,1704.2,4042.34,4847.39,490.76,264.33,-157.62,-3657.16,-30533.88,1436.08,19027.04,-5870.82,114.48,0.0,-2536.53,-5756.33,-8292.86
1461,1747.88,4104.26,4891.85,497.09,263.77,-190.99,-3633.11,-30535.37,1460.85,18980.35,-5814.43,115.04,0.0,-2413.42,-5699.39,-8112.81
1471,1683.28,3919.18,4866.93,483.77,269.97,-176.41,-3615.48,-30585.59,1432.48,19105.76,-5826.04,114.87,0.0,-2616.09,-5711.17,-8327.26
1481,1685.14,4079.6,4888.61,475.3,280.69,-189.16,-3647.94,-30599.63,1463.76,19034.74,-5783.1,114.92,0.0,-2528.9,-5668.18,-8197.08
1491,1742.44,4080.19,4816.45,490.02,246.02,-149.41,-3607.79,-30620.24,1430.47,19085.01,-5760.71,113.62,0.0,-2486.84,-5647.09,-8133.93
1501,1694.6,4078.24,4933.3,497.26,261.36,-180.94,-3645.33,-30652.71,1436.4,19079.56,-5766.42,113.31,0.0,-2498.26,-5653.11,-8151.37
1511,1718.35,4019.7,4883.15,499.21,253.58,-156.28,-3647.17,-30540.07,1432.7,19010.48,-5774.46,113.19,0.0,-2526.35,-5661.28,-8187.62
1521,1650.16,4055.61,4853.12,485.21,260.81,-169.7,-3573.5,-30648.63,1471.03,19129.34,-5833.58,114.58,0.0,-2486.54,-5719.0,-8205.54
1531,1714.93,4019.19,4858.08,483.6,267.32,-177.49,-3603.58,-30455.74,1430.06,19020.14,-5912.05,114.75,0.0,-2443.49,-5797.3,-8240.79
1541,1658.07,4023.38,4869.46,476.86,275.2,-164.73,-3611.62,-30718.37,1457.36,19127.31,-5732.17,114.41,0.0,-2607.08,-5617.76,-8224.84
1551,1662.18,4075.98,4834.54,491.11,260.06,-146.18,-3662.15,-30625.7,1458.09,19120.78,-5816.85,114.41,0.0,-2531.29,-5702.44,-8233.73
1561,1681.8,4098.4,4880.62,477.52,276.68,-155.75,-3628.1,-30584.64,1422.74,19117.17,-5880.84,113.82,0.0,-2413.57,-5767.02,-8180.59
1571,1715.21,3994.36,4863.19,482.48,273.81,-161.12,-3644.51,-30779.63,1439.02,19208.26,-5737.46,114.42,0.0,-2608.93,-5623.04,-8231.97
1581,1690.33,4097.77,4809.02,487.02,239.76,-170.78,-3626.44,-30631.54,1429.47,19064.09,-5728.36,114.06,0.0,-2611.3,-5614.3,-8225.6
1591,1701.81,3986.63,4835.37,481.28,251.11,-193.73,-3616.94,-30722.37,1460.59,19179.16,-5781.81,113.91,0.0,-2637.07,-5667.9,-8304.97
1601,1719.37,4106.8,4871.92,507.09,256.31,-178.38,-3656.07,-30651.65,1449.89,19093.16,-5643.85,113.36,0.0,-2481.55,-5530.5,-8012.05
1611,1704.87,4054.96,4839.56,478.8,270.66,-165.87,-3612.06,-30646.44,1429.54,19037.89,-5704.69,115.28,0.0,-2608.07,-5589.41,-8197.49
1621,1731.28,4057.31,4853.36,496.56,266.2,-184.13,-3644.14,-30675.44,1443.49,19121.48,-5712.4,113.61,0.0,-2534.01,-5598.79,-8132.8
1631,1707.1,4050.06,4847.15,491.24,252.75,-169.76,-3675.91,-30562.37,1429.15,19076.8,-5812.41,114.28,0.0,-2553.81,-5698.14,-8251.94
1641,1694.28,4059.67,4907.29,507.2,260.87,-186.09,-3684.24,-30599.93,1492.67,19097.87,-5754.47,115.28,0.0,-2450.42,-5639.18,-8089.6
1651,1725.43,4032.39,4821.04,486.27,253.46,-169.47,-3625.91,-30611.16,1457.99,19037.35,-5684.78,113.11,0.0,-2592.59,-5571.67,-8164.26
1661,1653.93,4043.42,4887.94,496.51,270.6,-166.52,-3696.14,-30833.32,1469.4,19126.25,-5552.57,112.87,0.0,-2747.93,-5439.7,-8187.63
1671,1668.3,4043.85,4865.25,484.98,256.97,-167.58,-3683.21,-30776.46,1448.03,19210.16,-5626.3,113.56,0.0,-2649.7,-5512.73,-8162.43
1681,1685.66,4034.64,4839.29,479.35,261.97,-191.33,-3650.92,-30466.82,1446.37,19050.74,-5755.05,114.25,0.0,-2511.05,-5640.81,-8151.86
1691,1706.9,4052.14,4787.27,479.29,251.54,-165.86,-3658.29,-30575.3,1426.13,19026.96,-5680.28,113.58,0.0,-2669.23,-5566.7,-8235.92
1701,1680.76,4057.09,4887.87,508.15,273.17,-166.63,-3639.68,-30880.01,1445.84,19134.92,-5579.69,114.05,0.0,-2698.52,-5465.64,-8164.16
1711,1719.41,3987.4,4870.33,463.98,253.12,-165.41,-3642.13,-30892.39,1488.3,19140.82,-5555.01,115.56,0.0,-2776.57,-5439.45,-8216.02
1721,1695.5,4083.26,4831.64,487.77,255.85,-184.27,-3609.46,-30952.5,1426.58,19245.33,-5552.58,116.03,0.0,-2720.3,-5436.55,-8156.85
1731,1733.24,4069.26,4833.99,495.08,256.04,-185.12,-3634.61,-30812.37,1442.0,19050.42,-5548.21,113.21,0.0,-2752.07,-5435.0,-8187.07
1741,1745.44,4084.91,4815.13,496.91,260.33,-191.27,-3557.0,-30821.54,1444.88,19118.82,-5651.03,114.94,0.0,-2603.39,-5536.1,-8139.48
1751,1769.9,3926.95,4873.58,488.15,267.96,-196.67,-3568.03,-30888.66,1435.77,19127.68,-5622.01,115.04,0.0,-2763.37,-5506.97,-8270.34
1761,1683.96,4042.52,4813.84,493.33,248.78,-150.84,-3593.57,-30795.47,1466.6,19219.3,-5635.81,113.54,0.0,-2571.56,-5522.26,-8093.83
1771,1688.24,4039.08,4843.0,483.45,267.87,-161.9,-3605.46,-30623.53,1447.52,19132.02,-5741.19,113.34,0.0,-2489.71,-5627.85,-8117.56
1781,1723.7,4070.81,4829.8,478.42,273.64,-178.24,-3651.15,-30832.53,1457.55,19108.79,-5527.72,114.49,0.0,-2719.21,-5413.23,-8132.44
1791,1720.48,4058.86,4844.79,492.36,269.72,-199.29,-3643.9,-30783.15,1457.83,19151.2,-5592.6,114.13,0.0,-2631.09,-5478.46,-8109.56
1801,1644.77,4062.54,4825.73,499.1,269.69,-153.88,-3638.7,-30905.88,1429.35,19197.85,-5485.55,112.51,0.0,-2769.42,-5373.05,-8142.47
1811,1721.18,4030.7,4827.94,481.55,276.07,-168.75,-3596.88,-30671.48,1436.34,19081.02,-5633.75,114.86,0.0,-2582.31,-5518.88,-8101.2
1821,1698.13,4024.07,4831.71,492.29,257.49,-172.71,-3638.39,-30752.19,1452.47,19026.13,-5523.57,113.45,0.0,-2781.0,-5410.11,-8191.12
1831,1731.97,4036.58,4829.37,477.95,258.72,-186.34,-3592.64,-30720.51,1423.69,19061.98,-5629.88,114.14,0.0,-2679.25,-5515.73,-8194.98
1841,1705.09,4063.45,4856.14,483.32,242.25,-160.9,-3673.36,-30677.42,1454.98,19076.1,-5624.86,114.43,0.0,-2630.34,-5510.43,-8140.77
1851,1754.07,3993.9,4863.65,483.25,243.62,-194.91,-3650.68,-30727.36,1443.73,19173.3,-5665.43,113.43,0.0,-2617.41,-5552.0,-8169.41
1861,1686.57,4050.88,4850.24,478.16,242.87,-178.24,-3605.06,-30913.97,1463.69,19194.16,-5605.95,111.91,0.0,-2730.69,-5494.04,-8224.73
1871,1731.88,4006.54,4863.17,477.92,245.69,-188.16,-3552.45,-30732.03,1452.79,19152.15,-5694.84,113.91,0.0,-2542.5,-5580.93,-8123.44
1881,1753.9,4028.68,4859.27,497.21,260.38,-175.97,-3609.78,-30764.81,1448.68,19115.65,-5582.95,113.57,0.0,-2586.78,-5469.38,-8056.17
1891,1624.66,4059.73,4840.17,471.58,271.51,-196.75,-3638.78,-30733.08,1477.08,19180.12,-5693.75,114.79,0.0,-2643.75,-5578.96,-8222.71
1901,1675.79,4081.75,4839.57,480.83,234.2,-163.62,-3662.61,-30564.1,1438.91,19030.09,-5677.69,112.76,0.0,-2609.19,-5564.93,-8174.12
1911,1716.46,4128.25,4848.43,491.47,254.04,-185.72,-3684.14,-30668.85,1430.53,19093.29,-5659.66,112.79,0.0,-2576.24,-5546.86,-8123.1
1921,1751.05,3968.03,4830.91,498.37,265.41,-136.57,-3646.15,-30508.86,1412.26,19138.41,-5802.19,113.03,0.0,-2427.13,-5689.16,-8116.29
1931,1697.49,4154.49,4837.69,507.07,260.84,-162.15,-3678.62,-30641.84,1405.84,19066.11,-5644.36,112.33,0.0,-2553.08,-5532.03,-8085.1
1941,1715.47,4035.86,4807.75,500.13,269.4,-145.39,-3674.71,-30571.25,1467.32,19133.29,-5822.89,114.06,0.0,-2462.13,-5708.84,-8170.96
1951,1681.34,3979.11,4871.15,479.92,245.59,-185.94,-3668.17,-30569.36,1464.22,19156.32,-5811.3,111.9,0.0,-2545.81,-5699.41,-8245.22
1961,1715.53,4082.63,4853.97,485.74,260.72,-172.72,-3640.13,-30596.34,1464.83,19119.08,-5767.07,112.67,0.0,-2426.69,-5654.4,-8081.1
